x,y,yaw,vx,vy,avz,lvx,lvy,time
1617.1899,-2483.24,-2.25179,-828.9609,-896.261,2.35061,1219.5021,-55.9667,3.491666316986084
1610.4299,-2490.8398,-2.23223,-811.3409,-912.431,2.35051,1219.6447,-55.937,3.500000476837158
1603.8199,-2498.5798,-2.21248,-793.4109,-928.251,2.35041,1218.4456,-79.9934,3.508333683013916
1597.36,-2506.4399,-2.19302,-775.171,-943.7209,2.35031,1219.9209,-56.122,3.516666889190674
1591.0499,-2514.4299,-2.17346,-756.631,-958.8309,2.35021,1220.07,-55.9815,3.5250000953674316
1584.9,-2522.54,-2.1539,-737.791,-973.571,2.35011,1220.2058,-55.9566,3.5333333015441895
1578.9099,-2530.77,-2.13425,-718.671,-987.941,2.35001,1219.0108,-79.9114,3.5416665077209473
1573.08,-2539.1199,-2.11469,-699.2709,-1001.931,2.35001,1220.4764,-56.0381,3.549999713897705
1567.4199,-2547.5798,-2.09513,-679.601,-1015.541,2.34991,1220.6145,-56.023,3.5583338737487793
1561.9199,-2556.1499,-2.07548,-659.6609,-1028.761,2.34991,1220.7467,-56.0052,3.566667079925537
1556.59,-2564.8298,-2.05592,-639.4609,-1041.5909,2.34981,1219.5428,-79.9686,3.575000286102295
1551.4299,-2573.6099,-2.03636,-619.011,-1054.021,2.34971,1221.0025,-56.0819,3.5833334922790527
1546.4399,-2582.49,-2.01671,-598.321,-1066.0509,2.34971,1221.1334,-56.0629,3.5916666984558105
1541.63,-2591.47,-1.99724,-577.4009,-1077.6709,2.34961,1221.2571,-56.1662,3.5999999046325684
1536.99,-2600.54,-1.97759,-556.251,-1088.881,2.34951,1220.0535,-80.0251,3.608333110809326
1532.5299,-2609.7,-1.95803,-534.891,-1099.6709,2.34941,1221.5114,-56.139,3.616666316986084
1528.25,-2618.95,-1.93847,-513.321,-1110.0409,2.34931,1221.6365,-56.1296,3.625000476837158
1524.15,-2628.28,-1.91891,-491.541,-1119.991,2.34931,1221.7626,-56.1107,3.633333683013916
1520.24,-2637.6899,-1.89926,-469.571,-1129.511,2.34921,1220.5475,-80.0993,3.641666889190674
1516.51,-2647.1799,-1.8797,-447.421,-1138.601,2.34911,1222.0061,-56.2011,3.6500000953674316
1512.97,-2656.74,-1.86014,-425.091,-1147.251,2.34911,1222.1252,-56.1874,3.6583333015441895
1509.62,-2666.3699,-1.84059,-402.591,-1155.4609,2.34901,1222.2414,-56.1718,3.6666665077209473
1506.45,-2676.0601,-1.82103,-379.941,-1163.231,2.34891,1221.0279,-80.06,3.674999713897705
1503.47,-2685.8101,-1.80147,-357.141,-1170.5609,2.34891,1222.4836,-56.155,3.6833338737487793
1500.6899,-2695.6199,-1.78181,-334.201,-1177.4409,2.34881,1222.6045,-56.1481,3.691667079925537
1498.1,-2705.49,-1.76226,-311.131,-1183.871,2.34881,1222.7202,-56.2611,3.700000286102295
1495.7,-2715.4099,-1.7427,-287.931,-1189.8409,2.34871,1221.4981,-80.1574,3.7083334922790527
1493.49,-2725.3699,-1.72314,-264.621,-1195.361,2.34871,1222.9494,-56.2467,3.7166666984558105
1491.48,-2735.3699,-1.70358,-241.201,-1200.4209,2.34861,1223.0627,-56.2378,3.7249999046325684
1489.6699,-2745.4099,-1.68402,-217.691,-1205.021,2.34861,1223.1759,-56.2355,3.733333110809326
1488.0499,-2755.49,-1.66447,-194.091,-1209.1609,2.34851,1221.9555,-80.1451,3.741666316986084
1486.63,-2765.5999,-1.64491,-170.411,-1212.8409,2.34841,1223.4045,-56.2247,3.750000476837158
1485.4099,-2775.73,-1.62525,-146.661,-1216.0509,2.34841,1223.5136,-56.2189,3.758333683013916
1484.39,-2785.8899,-1.60569,-122.851,-1218.7909,2.34831,1223.6123,-56.3309,3.766666889190674
1483.5699,-2796.0698,-1.58614,-98.991,-1221.0709,2.34821,1222.3872,-80.2491,3.7750000953674316
1482.9399,-2806.26,-1.56658,-75.091,-1222.881,2.34821,1223.8304,-56.3242,3.7833333015441895
1482.51,-2816.46,-1.54702,-51.161,-1224.2209,2.34811,1223.9357,-56.3248,3.7916665077209473
1482.2799,-2826.6699,-1.52746,-27.211,-1225.0909,2.34801,1224.0392,-56.3292,3.799999713897705
1482.25,-2836.8799,-1.5079,-3.241,-1225.491,2.34801,1222.8058,-80.2589,3.8083338737487793
1482.4199,-2847.0898,-1.48825,20.721,-1225.4209,2.34801,1224.2419,-56.3398,3.816667079925537
1482.7899,-2857.3,-1.46879,44.681,-1224.881,2.34791,1224.3357,-56.4671,3.825000286102295
1483.36,-2867.5,-1.44913,68.631,-1223.871,2.34791,1224.439,-56.3561,3.8333334922790527
1484.13,-2877.6899,-1.42957,92.561,-1222.391,2.34791,1223.1915,-80.4158,3.8416666984558105
1485.1,-2887.8599,-1.41002,116.461,-1220.4409,2.34791,1224.6247,-56.4793,3.8499999046325684
1486.27,-2898.01,-1.39046,140.321,-1218.021,2.34781,1224.7169,-56.48,3.858333110809326
1487.64,-2908.1399,-1.3709,164.131,-1215.141,2.34771,1224.8154,-56.4816,3.866666316986084
1489.21,-2918.24,-1.35134,187.881,-1211.7909,2.34771,1223.5703,-80.4293,3.875000476837158
1490.97,-2928.3098,-1.33178,211.561,-1207.981,2.34761,1225.0068,-56.4878,3.883333683013916
